1519258532.30723,1519258532.356661,1519258532.406359,1519258532.456695,1519258532.506872,1519258537.501266,1519258537.549312,1519258537.598704,1519258537.648832,1519258537.69845,1519258537.74948,1519258537.798595,1519258537.848525,1519258537.898556,1519258537.949336,1519258537.998746,1519258538.049016,1519258538.098757,1519258538.149768,1519258538.198381,1519258538.248916,1519258538.298599,1519258538.348826,1519258538.398373,1519258538.448417,1519258538.498969,1519258538.549335,1519258538.598479,1519258538.648927,1519258538.6983,1519258538.749013,1519258538.798301,1519258538.850686,1519258538.89903,1519258538.949709,1519258538.999219,1519258539.050021,1519258539.098359,1519258539.148435,1519258539.198536,1519258539.249885,1519258539.298367,1519258539.349779,1519258539.399255,1519258539.449638,1519258539.498297,1519258539.550041,1519258539.598327,1519258539.648844,1519258539.6986,1519258539.748288,1519258539.798178,1519258539.849581,1519258539.897969,1519258539.94971,1519258539.998356,1519258540.049124,1519258540.098601,1519258540.148669,1519258540.198454,1519258540.249003,1519258540.298707,1519258540.348678,1519258540.398006,1519258540.448822,1519258540.498751,1519258540.549479,1519258540.598491,1519258540.646776,1519258540.696812,1519258540.747112,1519258540.799492,1519258540.848878,1519258540.897557,1519258540.946826,1519258540.998259,1519258541.046661,1519258541.09673,1519258541.149293,1519258541.196899,1519258541.246944,1519258541.299034,1519258541.346836,1519258541.398208,1519258541.447018,1519258541.498361,1519258541.546836,1519258541.59811,1519258541.646906,1519258541.698407,1519258541.747931,1519258541.797359,1519258541.849139,1519258541.896744,1519258541.946754,1519258541.998571,1519258542.046895,1519258542.098357,1519258542.146868,1519258542.196869,1519258542.247026,1519258542.298775,1519258542.347219,1519258542.396863,1519258542.449253,1519258542.497048,1519258542.54736,1519258542.596578,1519258542.647322,1519258542.700978,1519258542.747471,1519258542.796905,1519258542.847074,1519258542.898886,1519258542.947335,1519258542.997443,1519258543.047131,1519258543.097351,1519258543.14939,1519258543.198238,1519258543.249452,1519258543.298141,1519258543.349266,1519258543.398237,1519258543.448689,1519258543.498358,1519258543.549284,1519258543.598172,1519258543.648591,1519258543.698512,1519258543.748354,1519258543.798114,1519258543.848336,1519258543.898327,1519258543.948786,1519258543.998276,1519258544.048817,1519258544.099169,1519258544.149356,1519258544.19866,1519258544.248693,1519258544.298563,1519258544.349408,1519258544.397209,1519258544.449652,1519258544.497293,1519258544.547927,1519258544.598576,1519258544.647053,1519258544.698799,1519258544.747181,1519258544.796645,1519258544.849553,1519258544.896801,1519258544.947664,1519258544.996789,1519258545.049513,1519258545.097117,1519258545.147036,1519258545.196958,1519258545.247394,1519258545.296727,1519258545.348272,1519258545.398287,1519258545.44857,1519258545.498286,1519258545.548539,1519258545.598937,1519258545.648313,1519258545.698929,1519258545.749283,1519258545.798417,1519258545.848966,1519258545.898519,1519258545.94824,1519258545.998466,1519258546.048896,1519258546.09823,1519258546.149394,1519258546.198037,1519258546.248001,1519258546.298054,1519258546.349927,1519258546.398276,1519258546.449382,1519258546.498048,1519258546.548076,1519258546.598309,1519258546.648149,1519258546.698352,1519258546.7486,1519258546.798156,1519258546.84837,1519258546.898137,1519258546.948085,1519258546.998189,1519258547.048039,1519258547.098572,1519258547.148563,1519258547.198692,1519258547.24924,1519258547.298501,1519258547.348236,1519258547.398817,1519258547.448008,1519258547.498789
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
